Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle
1/14/2014,7:58,Tuesday,COLLEGE STATION,EUBK,0,0,S,YU,5746
1/14/2014,8:16,Tuesday,KIPLING STATION,MUSC,0,0,E,BD,5046
1/14/2014,8:36,Tuesday,SPADINA BD STATION,MUDD,4,7,E,BD,5339
1/14/2014,8:46,Tuesday,ST GEORGE BD STATION,MUIR,4,7,W,BD,5325
1/14/2014,9:41,Tuesday,ST CLAIR STATION,PUSTS,0,0,N,YU,5716
1/14/2014,9:51,Tuesday,RUNNYMEDE STATION,EUDO,9,12,E,BD,5103
1/14/2014,10:33,Tuesday,QUEEN'S PARK STATION,MUI,4,8,S,YU,5606
1/14/2014,10:42,Tuesday,GREENWOOD YARD,TUSC,0,0,E,BD,5209
1/14/2014,11:24,Tuesday,DAVISVILLE STATION,MUPAA,0,0,N,YU,5281
1/14/2014,11:25,Tuesday,ST ANDREW STATION,PUSI,9,13,S,YU,5741
1/14/2014,11:30,Tuesday,YONGE UNIVERSITY LINE,MUGD,0,0,,YU,0
1/14/2014,11:42,Tuesday,KENNEDY BD STATION,TUSC,0,0,E,BD,5048
1/14/2014,11:55,Tuesday,ISLINGTON STATION,TUSC,0,0,W,BD,5334
1/14/2014,12:00,Tuesday,DAVISVILLE STATION,MUIR,3,7,N,YU,5631
1/14/2014,12:19,Tuesday,LANSDOWNE STATION,MUPAA,3,7,W,BD,5342
1/14/2014,12:45,Tuesday,GLENCAIRN STATION,EUNT,9,13,S,YU,5359
1/14/2014,13:16,Tuesday,KIPLING STATION,MUI,0,0,W,BD,5041
1/14/2014,14:32,Tuesday,EGLINTON WEST STATION,PUSI,0,0,S,YU,5521
1/14/2014,14:34,Tuesday,DUNDAS STATION,SUDP,5,9,S,YU,5651
1/14/2014,15:27,Tuesday,ST CLAIR WEST STATION,MUSC,0,0,S,YU,5656
1/14/2014,15:30,Tuesday,KIPLING STATION,TUSC,0,0,E,BD,5210
1/14/2014,15:44,Tuesday,KENNEDY BD STATION,EUDO,3,6,W,BD,5339
1/14/2014,15:45,Tuesday,JANE STATION,SUDP,3,6,E,BD,5177
1/14/2014,16:00,Tuesday,COXWELL STATION,MUTO,0,0,W,BD,5160
1/14/2014,16:04,Tuesday,EGLINTON WEST STATION,PUSI,0,0,S,YU,5359
1/14/2014,16:34,Tuesday,YORK MILLS STATION,MUI,3,6,S,YU,5536
1/14/2014,17:12,Tuesday,COLLEGE STATION,EUBK,0,0,N,YU,5391
1/14/2014,17:48,Tuesday,KENNEDY BD STATION,SUDP,3,6,W,BD,5053
1/14/2014,18:11,Tuesday,DUNDAS STATION,MUPAA,0,0,S,YU,5396
1/14/2014,18:16,Tuesday,MAIN STREET STATION,MUI,0,0,,BD,0
1/14/2014,18:46,Tuesday,WARDEN STATION,TUOS,3,6,W,BD,5057
1/14/2014,19:00,Tuesday,YONGE UNIVERSITY LINE,MUGD,0,0,,YU,0
1/14/2014,19:40,Tuesday,DUPONT STATION,MUNCA,0,0,,YU,0
1/14/2014,19:48,Tuesday,ST CLAIR STATION,MUSC,0,0,N,YU,5521
1/14/2014,19:54,Tuesday,ST GEORGE YUS STATION,SUDP,3,6,N,YU,5451
1/14/2014,20:29,Tuesday,BATHURST STATION,PUMST,0,0,,BD,0
1/14/2014,20:51,Tuesday,ST CLAIR WEST STATION,MUSC,3,8,N,YU,5225
1/14/2014,22:00,Tuesday,YONGE UNIVERSITY LINE,MUO,0,0,,YU,0
1/14/2014,23:43,Tuesday,VICTORIA PARK STATION,MUSC,0,0,E,BD,5300
1/15/2014,0:33,Wednesday,FINCH STATION,TUSC,0,0,N,YU,5526
1/15/2014,0:33,Wednesday,HIGH PARK STATION,MUSC,0,0,W,BD,5140
1/15/2014,0:38,Wednesday,HIGH PARK STATION,TUSC,0,0,W,BD,5140
1/15/2014,0:43,Wednesday,ROYAL YORK STATION,MUSC,0,0,,BD,5140
1/15/2014,2:51,Wednesday,WOODBINE STATION,SUCOL,0,0,,BD,0
1/15/2014,5:18,Wednesday,KEELE STATION,MUNCA,0,0,,BD,0
1/15/2014,5:40,Wednesday,WILSON STATION,MUSC,0,0,S,YU,5511
1/15/2014,5:45,Wednesday,YORK MILLS STATION,TUNIP,4,0,N,YU,5391
1/15/2014,6:17,Wednesday,FINCH STATION,TUSC,0,0,N,YU,5691
1/15/2014,6:30,Wednesday,WILSON HOSTLER,MUSC,0,0,N,YU,5741
1/15/2014,7:26,Wednesday,YONGE BD STATION,MUPLB,7,10,E,BD,5106
1/15/2014,7:32,Wednesday,FINCH STATION,MUIR,0,0,,YU,0
1/15/2014,7:51,Wednesday,KENNEDY BD STATION,EUSC,5,8,W,BD,5129
1/15/2014,7:52,Wednesday,OSSINGTON STATION,MUI,0,0,,BD,0
1/15/2014,8:23,Wednesday,ISLINGTON STATION,MUSC,0,0,W,BD,5140
1/15/2014,8:44,Wednesday,BLOOR STATION,MUIR,0,0,S,YU,0
1/15/2014,9:02,Wednesday,BLOOR STATION,MUI,4,7,S,YU,5276
1/15/2014,9:15,Wednesday,KENNEDY BD STATION,TUSC,0,0,E,BD,5314
1/15/2014,9:29,Wednesday,KIPLING STATION,EUBK,3,6,E,BD,5084
1/15/2014,9:32,Wednesday,ST CLAIR WEST STATION,MUSC,3,6,S,YU,5150
1/15/2014,9:36,Wednesday,SHEPPARD STATION,PUMEL,0,0,,YU,0
1/15/2014,9:41,Wednesday,ST GEORGE BD STATION,MUSC,3,6,E,BD,5132
1/15/2014,10:44,Wednesday,WOODBINE STATION,TUSC,0,0,E,BD,5072
1/15/2014,10:49,Wednesday,QUEEN STATION,MUI,0,0,N,YU,5247
1/15/2014,10:51,Wednesday,WILSON STATION,MUSC,0,0,S,YU,5233
1/15/2014,10:58,Wednesday,DUNDAS STATION,SUO,5,9,S,YU,5696
1/15/2014,10:59,Wednesday,KENNEDY BD STATION,TUSC,0,0,E,BD,5162
1/15/2014,11:16,Wednesday,YORK MILLS STATION,TUSC,0,0,S,YU,5244
1/15/2014,11:18,Wednesday,EGLINTON STATION,PUMST,0,0,,YU,0
1/15/2014,11:30,Wednesday,ST CLAIR WEST STATION,SUO,0,0,S,YU,5386
1/15/2014,11:45,Wednesday,BLOOR DANFORTH SUBWAY,MUGD,0,0,,BD,0
1/15/2014,11:46,Wednesday,JANE STATION,TUSC,0,0,W,BD,5196
1/15/2014,12:15,Wednesday,DUNDAS STATION,MUIR,3,7,S,YU,5596
1/15/2014,13:08,Wednesday,LAWRENCE WEST STATION,TUMVS,0,0,S,YU,5233
1/15/2014,13:10,Wednesday,KIPLING STATION,TUSC,0,0,W,BD,5084
1/15/2014,13:32,Wednesday,DAVISVILLE STATION,MUSC,0,0,S,YU,5244
1/15/2014,14:18,Wednesday,DUNDAS STATION,MUI,0,0,,YU,0
1/15/2014,15:36,Wednesday,OLD MILL STATION,TUSC,0,0,E,BD,5178
1/15/2014,15:37,Wednesday,KIPLING STATION,TUSC,0,0,W,BD,5196
1/15/2014,16:34,Wednesday,KENNEDY BD STATION,TUSC,0,0,E,BD,5162
1/15/2014,16:52,Wednesday,SPADINA YUS STATION,MUSC,0,0,N,YU,5235
1/15/2014,16:59,Wednesday,VICTORIA PARK STATION,SUDP,10,13,W,BD,5885
1/15/2014,17:06,Wednesday,ST CLAIR STATION,MUPAA,0,0,N,YU,5451
1/15/2014,17:37,Wednesday,CHRISTIE STATION,TUSC,0,0,W,BD,5346
1/15/2014,17:37,Wednesday,YONGE BD STATION,SUDP,5,8,E,BD,5192
1/15/2014,17:38,Wednesday,QUEEN'S PARK STATION,TUMVS,0,0,N,YU,5831
1/15/2014,18:08,Wednesday,DUPONT STATION,MUPAA,0,0,S,YU,5561
1/15/2014,18:30,Wednesday,YONGE UNIVERSITY LINE,MUGD,0,0,,YU,0
1/15/2014,18:35,Wednesday,CHESTER STATION,MUSAN,3,6,W,BD,5866
1/15/2014,21:10,Wednesday,BROADVIEW STATION,MUPLB,7,12,W,BD,5222
1/15/2014,22:00,Wednesday,YONGE UNIVERSITY LINE,MUO,0,0,,BD,0
1/15/2014,22:05,Wednesday,WILSON STATION,MUSC,0,0,S,YU,5646
1/15/2014,22:35,Wednesday,WELLESLEY STATION,SUDP,0,0,S,YU,5431
1/15/2014,22:44,Wednesday,ISLINGTON STATION,MUSC,0,0,W,BD,5140
1/16/2014,1:52,Thursday,ISLINGTON STATION,MUSC,0,0,E,BD,5192
1/16/2014,2:18,Thursday,VICTORIA PARK STATION,TUSC,0,0,W,BD,5346
1/16/2014,5:48,Thursday,YORKDALE STATION,MUSC,0,0,S,YU,5359
1/16/2014,6:09,Thursday,ST CLAIR WEST STATION,MUPLB,5,10,S,YU,5391
1/16/2014,6:09,Thursday,WOODBINE STATION,MUSC,4,8,E,BD,5035
1/16/2014,6:19,Thursday,VICTORIA PARK STATION,MUSC,0,0,E,BD,5035
1/16/2014,6:26,Thursday,DUNDAS STATION,MUDD,0,0,N,YU,5251
1/16/2014,6:45,Thursday,FINCH STATION,MUSC,0,0,N,YU,5736
1/16/2014,7:15,Thursday,COXWELL STATION,MUSC,0,0,E,BD,5041
1/16/2014,7:28,Thursday,COXWELL STATION,MUSC,0,0,E,BD,5337
1/16/2014,7:30,Thursday,KEELE STATION,TUSC,0,0,E,BD,5208
1/16/2014,7:54,Thursday,KENNEDY BD STATION,MUSC,0,0,W,BD,5318
1/16/2014,8:23,Thursday,LANSDOWNE STATION,MUIR,0,0,E,BD,5146
1/16/2014,8:52,Thursday,ROSEDALE STATION,MUO,0,0,,YU,0
1/16/2014,10:05,Thursday,COLLEGE STATION,PUMST,0,0,N,YU,0
1/16/2014,10:51,Thursday,KIPLING STATION,MUI,0,0,,BD,0
1/16/2014,11:14,Thursday,ISLINGTON STATION,MUSC,0,0,E,BD,5067
1/16/2014,12:15,Thursday,KENNEDY BD STATION,PUSI,4,8,W,BD,5169
1/16/2014,12:42,Thursday,JANE STATION,TUSC,0,0,W,BD,5105
1/16/2014,12:47,Thursday,RUNNYMEDE STATION,MUPAA,0,0,E,BD,5792
1/16/2014,12:49,Thursday,FINCH STATION,MUPAA,0,0,N,YU,5247
1/16/2014,13:11,Thursday,ISLINGTON STATION,MUSC,0,0,E,BD,5067
1/16/2014,13:19,Thursday,BROADVIEW STATION,SUDP,0,0,W,BD,5900
1/16/2014,13:31,Thursday,ISLINGTON STATION,MUSC,3,8,E,BD,5067
1/16/2014,13:49,Thursday,OLD MILL STATION,TUSC,0,0,E,BD,5048
1/16/2014,14:01,Thursday,KIPLING STATION,TUSC,0,0,W,BD,5042
1/16/2014,14:09,Thursday,ROYAL YORK STATION,TUSC,0,0,E,BD,5135
1/16/2014,14:23,Thursday,CASTLE FRANK STATION,SUO,4,8,W,BD,5091
1/16/2014,14:25,Thursday,DUNDAS WEST STATION,MUIR,0,0,,BD,0
1/16/2014,14:37,Thursday,BLOOR STATION,SUDP,8,12,N,YU,5731
1/16/2014,15:17,Thursday,BAY STATION,MUPAA,5,8,E,BD,5885
1/16/2014,15:20,Thursday,BLOOR STATION,MUPAA,0,0,S,YU,5486
1/16/2014,15:47,Thursday,DAVISVILLE STATION,MUSC,0,0,S,YU,5139
1/16/2014,15:49,Thursday,KIPLING STATION,MUNOA,0,0,E,BD,5850
1/16/2014,15:54,Thursday,EGLINTON STATION,PUSTS,0,0,N,YU,5771
1/16/2014,15:56,Thursday,JANE STATION,TUSC,0,0,W,BD,5084
1/16/2014,16:13,Thursday,SHEPPARD WEST STATION,MUI,0,0,,YU,0
1/16/2014,16:24,Thursday,YONGE BD STATION,MUI,0,0,W,BD,5091
1/16/2014,17:06,Thursday,OLD MILL STATION,MUI,6,9,W,BD,5314
1/16/2014,17:26,Thursday,JANE STATION,TUSC,0,0,W,BD,5212
1/16/2014,17:49,Thursday,WILSON STATION,EUDO,4,7,S,YU,5756
1/16/2014,17:58,Thursday,ST CLAIR STATION,TUOS,0,0,S,YU,5766
1/16/2014,18:06,Thursday,DAVISVILLE STATION,MUPAA,0,0,N,YU,5701
1/16/2014,18:10,Thursday,WARDEN STATION,TUSC,0,0,E,BD,5180
1/16/2014,18:30,Thursday,YONGE UNIVERSITY LINE,MUGD,0,0,,YU,0
1/16/2014,18:40,Thursday,KENNEDY BD STATION,MUI,0,0,,BD,0
1/16/2014,19:00,Thursday,BLOOR DANFORTH SUBWAY,MUGD,0,0,,BD,0
1/16/2014,20:42,Thursday,KIPLING STATION,TUSC,0,0,W,BD,5091
1/16/2014,20:45,Thursday,SHERBOURNE STATION,TUSC,0,0,W,BD,5310
1/16/2014,21:04,Thursday,EGLINTON STATION,SUDP,3,7,N,YU,5576
1/16/2014,21:09,Thursday,SHEPPARD WEST STATION,TUSC,0,0,N,YU,5262
1/16/2014,22:00,Thursday,YONGE UNIVERSITY LINE,MUO,0,0,,BD,0
1/16/2014,23:04,Thursday,YONGE SHP STATION,EUBK,5,10,E,SHP,5278
1/16/2014,23:29,Thursday,SUMMERHILL STATION,MUSC,0,0,N,YU,5526
1/16/2014,23:49,Thursday,YONGE BD STATION,MUNCA,0,0,,BD,0
1/17/2014,1:19,Friday,BATHURST STATION,MUI,0,0,,BD,0
1/17/2014,1:26,Friday,EGLINTON WEST STATION,TUOS,0,0,S,YU,5746
1/17/2014,5:03,Friday,WILSON YARD,MUI,0,0,,YU,0
1/17/2014,5:43,Friday,KIPLING STATION,MUSC,4,0,E,BD,5208
1/17/2014,6:04,Friday,ISLINGTON STATION,MUSC,0,0,E,BD,5035
1/17/2014,6:40,Friday,YONGE BD STATION,TUOS,4,7,W,BD,5850
1/17/2014,6:49,Friday,ST GEORGE BD STATION,EUECD,3,6,W,BD,5850
1/17/2014,7:40,Friday,DON MILLS STATION,MUPAA,0,0,W,SHP,5285
1/17/2014,8:13,Friday,DON MILLS STATION,MUO,0,0,,,0
1/17/2014,9:16,Friday,BLOOR STATION,MUPAA,0,0,S,YU,5831
1/17/2014,9:24,Friday,QUEEN STATION,MUI,8,11,S,YU,5881
1/17/2014,9:32,Friday,KENNEDY SRT STATION,MRPAA,0,0,S,SRT,3024
1/17/2014,9:50,Friday,ST CLAIR WEST STATION,MUI,0,0,S,YU,0
1/17/2014,10:13,Friday,ST CLAIR WEST STATION,EUBK,0,0,N,YU,5276
1/17/2014,10:28,Friday,KENNEDY BD STATION,TUSC,0,0,E,BD,5314
1/17/2014,10:30,Friday,YONGE UNIVERSITY LINE,MUGD,0,0,,YU,0
1/17/2014,11:00,Friday,BLOOR DANFORTH SUBWAY,MUGD,0,0,,BD,0
1/17/2014,11:15,Friday,DUNDAS STATION,MUI,0,0,N,YU,0
1/17/2014,12:20,Friday,ROYAL YORK STATION,MUI,0,0,,BD,0
1/17/2014,12:50,Friday,ISLINGTON STATION,TUSC,0,0,W,BD,5302
1/17/2014,13:13,Friday,JANE STATION,TUSC,0,0,W,BD,5180
1/17/2014,13:15,Friday,KENNEDY BD STATION,MUTD,0,0,E,BD,5916
1/17/2014,14:39,Friday,ST CLAIR WEST STATION,EUBK,0,0,N,YU,5276
1/17/2014,14:50,Friday,DUNDAS WEST STATION,PUMEL,0,0,,BD,0
1/17/2014,15:54,Friday,OLD MILL STATION,TUSC,0,0,E,BD,5000
1/17/2014,16:36,Friday,CHESTER STATION,MUI,4,7,W,BD,5143
1/17/2014,16:43,Friday,DAVISVILLE STATION,MUSC,0,0,S,YU,5821
1/17/2014,16:48,Friday,MAIN STREET STATION,MUPAA,0,0,E,BD,5039
1/17/2014,17:04,Friday,YORKDALE STATION,SUEAS,9,12,N,YU,5691
1/17/2014,17:31,Friday,DUNDAS STATION,MUI,0,0,S,YU,0
1/17/2014,17:32,Friday,EGLINTON STATION,PUMEL,0,0,,YU,0
1/17/2014,17:58,Friday,QUEEN STATION,MUPLC,0,0,S,YU,5501
1/17/2014,18:30,Friday,YONGE UNIVERSITY LINE,MUGD,0,0,,YU,0
1/17/2014,18:48,Friday,YONGE SHP STATION,MUDD,5,10,E,SHP,5258
1/17/2014,19:37,Friday,KENNEDY BD STATION,MUIR,0,0,E,BD,5886
1/17/2014,22:00,Friday,YONGE UNIVERSITY LINE,MUO,0,0,,YU,0
1/17/2014,23:49,Friday,MUSEUM STATION,SUDP,7,12,N,YU,5396
1/17/2014,23:54,Friday,KING STATION,MUI,0,0,S,YU,0
1/18/2014,2:00,Saturday,GREENWOOD STATION,PUMST,0,0,,BD,0
1/18/2014,3:02,Saturday,UNION STATION,PUCSC,0,0,N,YU,0
1/18/2014,5:58,Saturday,ST CLAIR WEST STATION,TUS,4,0,S,YU,5616
1/18/2014,6:02,Saturday,EGLINTON STATION,TUS,4,9,S,YU,5576
1/18/2014,6:06,Saturday,QUEEN STATION,MUNCA,0,0,,YU,0
1/18/2014,6:12,Saturday,VICTORIA PARK STATION,MUSC,3,8,E,BD,5300
1/18/2014,6:39,Saturday,UNION STATION,PUCSC,8,13,S,YU,5235
1/18/2014,7:02,Saturday,DAVISVILLE STATION,MUSC,5,10,N,YU,5235
1/18/2014,7:12,Saturday,KENNEDY SRT STATION,MRPAA,0,0,S,SRT,3024
1/18/2014,7:37,Saturday,SPADINA YUS STATION,PUTIJ,5,10,N,YU,5386
1/18/2014,7:45,Saturday,ISLINGTON STATION,TUSC,0,0,W,BD,5161
1/18/2014,8:12,Saturday,SPADINA YUS STATION,TUSC,0,0,N,YU,5251
1/18/2014,8:29,Saturday,ST CLAIR STATION,MUSC,0,0,N,YU,5291
1/18/2014,9:12,Saturday,FINCH STATION,EUAC,5,10,S,YU,5706
1/18/2014,10:23,Saturday,MAIN STREET STATION,MUI,0,0,,BD,0
1/18/2014,10:26,Saturday,MCCOWAN STATION,ERTC,6,12,S,SRT,3016
1/18/2014,11:30,Saturday,BLOOR DANFORTH SUBWAY,MUGD,0,0,,BD,0
1/18/2014,11:30,Saturday,YONGE UNIVERSITY LINE,MUGD,0,0,,YU,0
1/18/2014,11:56,Saturday,WILSON STATION,TUNIP,3,7,S,YU,5546
1/18/2014,12:34,Saturday,WARDEN STATION,MUDD,5,10,E,BD,5145
1/18/2014,12:39,Saturday,BLOOR STATION,SUDP,8,12,S,YU,5756
1/18/2014,12:44,Saturday,YONGE BD STATION,SUDP,5,10,W,BD,5089
1/18/2014,13:18,Saturday,DUPONT STATION,MUPAA,0,0,S,YU,5526
1/18/2014,14:34,Saturday,DUNDAS WEST STATION,PUMEL,0,0,,BD,0
1/18/2014,14:35,Saturday,QUEEN'S PARK STATION,MUPAA,0,0,S,YU,5826
1/18/2014,15:42,Saturday,KENNEDY BD STATION,MUI,0,0,,BD,0
1/18/2014,16:00,Saturday,EGLINTON STATION,MUPAA,3,7,N,YU,5526
1/18/2014,16:13,Saturday,SHEPPARD STATION,MUI,8,12,N,YU,5526
1/18/2014,17:00,Saturday,PAPE STATION,PUMEL,0,0,,BD,0
1/18/2014,18:02,Saturday,JANE STATION,MUI,0,0,E,BD,5200
1/18/2014,18:03,Saturday,ROYAL YORK STATION,TUSC,0,0,W,BD,5084
1/18/2014,18:07,Saturday,SHEPPARD WEST STATION,PUSTC,3,7,S,YU,5546
1/18/2014,18:33,Saturday,ISLINGTON STATION,TUSC,0,0,W,BD,5161
1/18/2014,18:53,Saturday,ISLINGTON STATION,MUPAA,0,0,E,BD,5145
1/18/2014,18:54,Saturday,LAWRENCE WEST STATION,TUOS,0,0,S,YU,5836
1/18/2014,19:14,Saturday,DUPONT STATION,EUME,18,22,S,YU,5381
1/18/2014,19:40,Saturday,ST CLAIR WEST STATION,MUPLB,13,18,N,YU,5756
1/18/2014,19:45,Saturday,KING STATION,SUDP,0,0,S,YU,5486
1/18/2014,20:12,Saturday,WARDEN STATION,PUSNT,0,0,W,BD,5154
1/18/2014,20:45,Saturday,LANSDOWNE STATION,MUSC,3,8,E,BD,5009
1/18/2014,21:44,Saturday,DUNDAS WEST STATION,PUMEL,0,0,,BD,0
1/18/2014,21:46,Saturday,FINCH STATION,EUBK,5,10,S,YU,5541
1/18/2014,22:00,Saturday,YONGE UNIVERSITY LINE,MUO,0,0,,BD,0
1/18/2014,22:45,Saturday,SHEPPARD WEST STATION,MUI,0,0,N,YU,0
1/18/2014,23:56,Saturday,EGLINTON WEST STATION,TUSC,0,0,N,YU,5656
1/19/2014,0:11,Sunday,DUNDAS WEST STATION,MUPLB,31,36,E,BD,5039
1/19/2014,0:18,Sunday,KIPLING STATION,SUDP,5,10,E,BD,5055
1/19/2014,0:53,Sunday,ST GEORGE BD STATION,TUSC,0,0,W,BD,5127
1/19/2014,2:02,Sunday,SUMMERHILL STATION,EUDO,6,0,N,YU,5481
1/19/2014,2:10,Sunday,ST CLAIR STATION,EUCD,4,0,N,YU,5481
1/19/2014,2:53,Sunday,YONGE BD STATION,SUEAS,0,0,,BD,0
1/19/2014,8:59,Sunday,OSGOODE STATION,MUNCA,0,0,,YU,0
1/19/2014,9:04,Sunday,DAVISVILLE STATION,MUSC,0,0,S,YU,5821
1/19/2014,9:47,Sunday,DUNDAS STATION,MUO,3,7,N,YU,5796
1/19/2014,10:30,Sunday,SHEPPARD STATION,SUDP,0,0,S,YU,5280
1/19/2014,11:10,Sunday,YONGE SHP STATION,TUSC,3,8,W,SHP,5252
1/19/2014,11:12,Sunday,BAYVIEW STATION,TUMVS,10,15,W,SHP,5299
1/19/2014,12:08,Sunday,WILSON STATION,PUTIS,3,7,N,YU,5756
1/19/2014,12:16,Sunday,WILSON STATION,PUTIS,0,0,N,YU,5521
1/19/2014,12:33,Sunday,DAVISVILLE STATION,MUSC,0,0,N,YU,5287
1/19/2014,13:03,Sunday,YONGE BD STATION,MUIR,0,0,E,BD,5046
